"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight","Length","Width","Height","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","meta:datasheet_url","meta:variants"
"","simple","a-tube-ceiling","A-Tube, Design by Lodes, 2013","1","0","visible","A-Tube
				A simple form that delivers the light to wherever it’s needed, enhancing the space. Tubular and slim, A-Tu...","A-Tube
				A simple form that delivers the light to wherever it’s needed, enhancing the space. Tubular and slim, A-Tube is a versatile lamp, available in different sizes and finishes, that can be fixed directly to the ceiling, suspended singularly, or used in cluster compositions to create impactful lighting effects.

									
					
						A-Tube is a lamp characterised by an elegant, cylindrical design, perfect for illuminating specific points and furnishing with dynamic essentiality. Available in two versions, ceiling and suspension, it can be used either singularly or to create lively compositions distinguished by their differing lengths and finishes (matte white, matte black and coppery bronze). As a central feature with multiform lighting, in a neat row over a bench or in a rhythmic succession of different sized lines, A-Tube illuminates, becoming one with the interior architecture.
 
The aluminium body of A-Tube, with a diameter of 6 cm, is 4 mm thick, making it both solid and resilient. Inside, its structure is designed to house a GU10 lamp that diffuses direct light. The ceiling version, available in four sizes (14, 30, 60, 100 cm), can easily be fixed with a simple metal attachment. The suspension version comes in three different lengths, 30, 60 and 100 cm, which can be used as single pendants or combined on canopies to create multiple compositions.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-Ceiling-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-Ceiling-02.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-3.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/096IS30E0001_REV03_CE_PRINT.pdf","28 variants available"
"","simple","kinno","Kinno, Design by Patrick Norguet, 2025","1","0","visible","Kinno
				Kinno is a bollard that enhances the beauty of outdoor spaces by blending harmoniously into the landscape....","Kinno
				Kinno is a bollard that enhances the beauty of outdoor spaces by blending harmoniously into the landscape. Its design features biomorphic shapes and curves inspired by plant forms which, according to the principles of biophilia, convey a sense of comfort and wellbeing, encouraging a visual, sensory and emotional connection with nature.

									
					
						
The elegant silhouette evokes the shape of a mushroom – hence the name Kinno, which means ‘mushroom’ in Japanese – and plays with visual perception to suggest the imperfect harmony of the natural world. The cap, which appears perfectly circular from above, reveals a soft irregularity when viewed from other angles, emphasising its organic design. Similarly, the radial slats – deliberately inserted beneath the cap – create a natural, unexpected effect that is echoed in the stem, available in either a straight or curved version, adding a sense of movement and spontaneity to the lighting composition.
 
Kinno is available in five finishes – black, anthracite, natural brown, natural green and champagne – evoking the tones of the plant world, paired with more neutral hues to suit a variety of settings. This contributes to a multisensory aesthetic that enhances green spaces through the interplay of light, material and nature.","","","taxable","","1","","","0","0","","","","","1","","","","Outdoor","lodes","","https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-5.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-6.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-1-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-2-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-3-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Kinno-4.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/08/Kinno-SpecSheets.pdf","41 variants available"
"","simple","a-tube-nano-swing","A-Tube Nano Swing, Design by Lodes, 2025","1","0","visible","A-Tube Nano Swing
				A-Tube Nano reinterprets the A-Tube collection with a lamp that expresses light in its purest f...","A-Tube Nano Swing
				A-Tube Nano reinterprets the A-Tube collection with a lamp that expresses light in its purest form, tracing an elegant luminous line in space As thin as a pin, it draws its intrinsic strength from the simplicity of a graphic element, the line, which gently defines the atmosphere with a design that is as simple and light as it is refined and functional.

									
					
						
At the lower end of the slender aluminium structure, which measures only 2 cm in diameter, is a small transparent methacrylate diffuser housing an LED module: this makes the light point appear almost suspended in the air.
 
The ultra-slim silhouette of A-Tube Nano is offered in three lengths – Small, Medium, and Large – and six finishes, ranging from glossy tones for a contemporary elegance to matte colours for more minimalist interiors.
In the ceiling-recessed version, A-Tube Nano allows for the light beam to be directed at will, thanks to the joint angle of the lamp body, which enables the thin aluminium structure to be easily adjusted by up to 30° to direct the light onto specific details or emphasise the scenic effect of a composition with multiple elements.
 
In addition to offering new compositional applications, the recessed version allows for lighting solutions that meet specific design needs, such as lively rhythms – achieved by repeating a single size and directing the light beams in various directions – or more dynamic patterns – created by alternating the different sizes – ideal for illuminating lobbies or entrances to large public spaces.
 
In the pendant version, A-Tube Nano can be used individually to illuminate a romantic table for two or medium-sized tables in a bistro; in compositions, it allows for free combinations of finishes and lengths, even alternating the two versions to create evocative and customised lighting solutions that define the atmosphere of any space, from a designer restaurant to the living area of a contemporary home, or an airport lounge or hotel lobby. The versatility of the pendant version extends to the cable from which it is delicately","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-03.jpg|https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-04.jpg|https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-05.jpg|https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-06.jpg|https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-01.jpg|https://www.lodes.com/wp-content/uploads/2025/01/A–Tube-Nano-Swing-Ceiling-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/01/158IS30E0001_Rev00_CE_print.pdf","75 variants available"
"","simple","u-f-o","U.F.O. - Lodes","1","0","visible","No description available","No description available","","","taxable","","1","","","0","0","","","","","1","","","","Diesel Living with Lodes","lodes","","https://www.lodes.com/wp-content/uploads/2023/07/UFO-01.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2023/07/521IS20E0001_Rev01_CE_print.pdf","26 variants available"
"","simple","pipe","Pipe, Floor Lamp","1","0","visible","No description available","No description available","","","taxable","","1","","","0","0","","","","","1","","","","Diesel Living with Lodes","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Pipe-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/IST_50701_PIPE_2021.02.05_CE.pdf","10 variants available"
"","simple","oblo","Oblò, Design by Paola Navone, 2024","1","0","visible","Oblò
				Oblò is a pendant lamp with a distinctly decorative character that combines Lodes’ expertise in versatile an...","Oblò
				Oblò is a pendant lamp with a distinctly decorative character that combines Lodes’ expertise in versatile and modular lighting solutions with the unique and distinctive personality of Paola Navone – OTTO Studio. With its playful spirit and numerous references to the sea and the nautical world, Oblò evokes marine imagery and offers new insights into the use of Pyrex in lighting, shaping it like a liquid material into the product’s fluid silhouette.

									
					
						
The frame supporting the diffuser is shaped like a hook, to which a white cloth-covered cable is knotted: Lodes ingeniously concealed the electrical wiring within the fabric cable and the LED within the hook, leaving only the glass visible, creating the impression that the lamp floats in the air like a buoy.
Oblò is available in three gentle forms and five finishes reminiscent of the marine world – iridescent, metallic blue, silk white, smoky grey, and transparent – highlighting the metallisation process that enhances the diffuser glass. It offers high luminosity even when installed on its own, serving as an elegant light point above a coffee table or beside a bathroom cabinet. In group compositions, different shapes and finishes can play with alternating rhythms and movements, thanks to the ability to install the lamps at various heights. This versatility makes it suitable for any space and situation, from compositions of two or three elements in private homes and restaurants to large cascades of light above long tables or expansive living areas.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2024/09/Oblo_largemedium_rainbowazuresteel.jpg|https://www.lodes.com/wp-content/uploads/2024/09/17-Oblo-small-medium-and-large.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_smal-azure-steel_large-clear.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_silk-white.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_large-silkwhite_small-glossysmoke_medium-clear.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_small-clear.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_rainbow.jpg|https://www.lodes.com/wp-content/uploads/2024/09/12-Oblo-small-and-medium_Clear-and-Silk-White.jpg|https://www.lodes.com/wp-content/uploads/2024/09/Oblo_large_azuresteel.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2024/08/218IS10E0001_Rev00_CE_print.pdf","63 variants available"
"","simple","jefferson","Jefferson, Design by Luca Nichetto, 2019","1","0","visible","Jefferson
				The Jefferson suspension lamp designed by Luca Nichetto is reminiscent of music and iconic images in ps...","Jefferson
				The Jefferson suspension lamp designed by Luca Nichetto is reminiscent of music and iconic images in psychedelic works of art from the 1960s. The vortex motif decorating the diffuser is embellished by the timeless classicism of Bohemian crystal, which diffuses evocative atmospheres of light. Dynamic in both its many sizes and multiple compositions, Jefferson’s elegance keeps up with the excellent performance of LED interior lighting.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Jefferson-22-02.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Jefferson-22-03.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Jefferson-22.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Jefferson-23.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Jefferson-mini-and-small_-68-lights_gold.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Lodes-Jeffrson-0325.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Jefferson_05_mini.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/168IS10E0001_Rev04_CE_PRINT.pdf","14 variants available"
"","simple","nostalgia","Nostalgia, Design by Dima Loginoff, 2015","1","0","visible","Nostalgia
				Nostalgia with its retro flair, Nostalgia elegantly tells of ancient glass blowing practices in three s...","Nostalgia
				Nostalgia with its retro flair, Nostalgia elegantly tells of ancient glass blowing practices in three sinuous forms that can be combined at will. The perfection of the glass, the innovative LED technology and five elegant finishes make Nostalgia an extremely modern and versatile lamp that lends itself to the creation of captivating atmospheres, whether on or off. Available with a black frame and cable or chrome and transparent cable for all finishes, these combinations offer wide-ranging possibilities to personalize any space: on its own to illuminate a table or to add a sophisticated touch to a bedroom, in linear groups above a counter or peninsula, or in cluster compositions to emphasise larger spaces with refined scenic effects.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia-11.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia-22.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia_medium-and-small_rose-gold-and-clear_black-cable_RGB.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia_small_glossy-smoke_-wall-canopy.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nostalgia-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/154IS10E0001_Rev02_CE_PRINT.pdf","93 variants available"
"","simple","hover-tavolo","Hover, Design by YOY, 2022","1","0","visible","Hover
				The Hover table and floor lamps feature a lamp shade that looks as if it is detached from the base, connect...","Hover
				The Hover table and floor lamps feature a lamp shade that looks as if it is detached from the base, connected seamlessly by a single cable that runs through the stem and comes out of the other end. The end result creates an illusion that the light source is almost weightless and floating in the air, like a balloon.

									
					
						
Hover features a dimmer controlled by a power switch on the upper end of the stem, users can simply touch the top of the stem to modulate the intensity of the light. All typically external technical functions have been carefully incorporated within the lamp’s internal structure. Additionally, the power supply comes in the form of a USB cable.
 
The shade comprises a sheet made from a special compound of paper and polymer film, further emphasising the lightness of the design language while extending its durability.
 
Available as a table or floor lamp, Hover is available as a table lamp at 51.5cm tall or a floor lamp at 149.2cm. The series suits different uses such as on a desk, side table or next to a sofa. The floor lamp could also be used for public spaces including an airport lounge, a hotel room or lobby.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Table","lodes","","https://www.lodes.com/wp-content/uploads/2022/08/Hover-03.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-05.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-06.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-08.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-10.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-02-1.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Hover-1.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Hover_det_USB_RGB.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/08/Hover-Table-2D.pdf","4 variants available"
"","simple","shift","Shift, Design by Marco Piva, 2025","1","0","visible","Shift
				Shift is a wall lamp with impressive luminous power. Designed by Marco Piva, it redefines the concept of a...","Shift
				Shift is a wall lamp with impressive luminous power. Designed by Marco Piva, it redefines the concept of a wall lamp, integrating with spaces in perfect harmony: compact and discreet, its neutral finishes further enhance its ability to blend into its surroundings, almost disappearing to allow the light to take centre stage, fostering and enriching its interplay with the space.

									
					
						
The understated, minimalist design draws on the clean, rigorous lines of contemporary architecture, softened by subtly rounded corners. The entirely black internal structure enhances the power of the light beam – exceeding 5,000 lm in the Large version – and ensures uniform light distribution and high quality, while the LED source is strategically positioned to amplify the luminous effect and prevent unwanted shadows on the walls.
 
Crafted from aluminium, Shift is available in two sizes – Small and Large – and four sophisticated finishes: matte black, matte white, extra-matte champagne, and the new natural brown. These finishes are designed to complement various settings while accentuating the lamp’s clean and essential lines. Shift is equipped with two interchangeable screens that adjust the light’s perception and angle: it comes pre-assembled with a transparent screen, which can be easily replaced with a sandblasted screen to create a more diffused wall effect and reduce light projection onto the ceiling.
 
Thanks to its high luminous output, Shift can effectively illuminate medium-sized spaces on its own. From hotel bedrooms to residential living areas, it creates captivating interactions between light and space, offering high-performance lighting solutions with a sophisticated yet understated presence. Shift is also ideal for stairwells and corridors, where it can be installed in sequences, as well as in rooms with low ceilings or exposed beams that deserve to be highlighted.
 
The lamp is available with both DALI and TRIAC drivers, ensuring greater flexibility to suit various needs.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Wall","lodes","","https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-07.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-08.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-05.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-06.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-03.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-04.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-01.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Shift-Wall-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/01/Shift-large-2D.pdf","52 variants available"
"","simple","a-tube-nano-duo","A-Tube Nano Duo, Design by Lodes, 2017","1","0","visible","A-Tube Nano Duo
				Precious pins suspended from a thin cable, like magic lights floating in the space. A–Tube Nano D...","A-Tube Nano Duo
				Precious pins suspended from a thin cable, like magic lights floating in the space. A–Tube Nano Duo is an offshoot of A–Tube Nano with an LED light source on both ends of its thin metal body. A lightweight and linear lamp available in six finishes, including the new Terra, which allows to create evocative and playful cluster compositions.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/A–Tube-Nano-Duo-04.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A–Tube-Nano-Duo-06.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-MatteBlack.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-Chrome.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-MatteChampagne.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-Gold.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-RoseGold.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-TubeNanoDuo-Terra.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-Nano-Duo-03.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-Nano-Duo-06.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/158IS10E0002_Rev03_CE_PRINT.pdf","19 variants available"
"","simple","cima","Cima, Design by Marco Dessí, 2021","1","0","visible","Cima
				Inspired by the function of the jam cleats found in sailing boats, Cima —a nautical rope in Italian— is a “s...","Cima
				Inspired by the function of the jam cleats found in sailing boats, Cima —a nautical rope in Italian— is a “suspended” lamp characterised by a ceiling-to-floor rope, a sleek and highly functional design element. A joint that holds the lamp body slides vertically along the rope, while the counterweight allows to manage any excess rope. The simple cylindrical shapes and the black colour of these elements highlight the three brilliant finishes of the rope, vibrant accents to suit any interiors and décor mood.

									
					
						Cima is a “suspended” lamp, conceived as a practical lighting solution that can be rapidly altered to meet the needs of those who use it. Cima’s hallmark is a ceiling-to-floor rope, a graphic and functional element with an eyelet that allows it to be fixed to the ceiling. An injection moulded polymer joint slides vertically along the rope and locks at any desired point. The lamp body resting on the joint swivels to bring light where it is needed. The counterweight enables to readjust any excess of rope for lower ceilings. The switch button is placed on the power cord for easy use.
 
With their cylindrical shapes and sophisticated yet technical textured black finish, the lamp body, the joint and the counterweight accentuate the colours of the rope —gold, yellow or silver. The versatility of configuration and the GU10 commercial light bulb socket make Cima a flexible lamp that can be adapted to the lighting needs of any environment. With Cima, lighting can be easily shared and regulated, creating a sense of inclusiveness within the light wavelength range.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Floor","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Cima-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-02.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-04.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-05.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-06.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-07.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-08.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-09.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Cima-10.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/173IS70E0001_Rev00_CE_PRINT.pdf","7 variants available"
"","simple","blow","Blow, Design by Pio & Tito Toso, 2005","1","0","visible","Blow
				As light as a breath, Blow is an ethereal and original table lamp. Made from blown glass, it contains a brig...","Blow
				As light as a breath, Blow is an ethereal and original table lamp. Made from blown glass, it contains a bright LED module that can be directed inside the diffuser to create ever-different beams of light. Perfect for reading or furnishing personal and intimate spaces. 
									
					
						Like a transparent, floating bubble, Blow is the result of just that, blowing, becoming an elegant table lamp with directional light. Designed by Pio e Tito Toso, it’s made from blown glass, offering poetic beauty to its soft form, enhanced by the LED light inside, animated by a simple and fluid gesture. The chrome metal base with a 10 cm diameter supports a mobile arm on which the light source is mounted, which can be directed at will by shifting the magnet on the outside of the diffuser.
 
Blow is a striking table lamp measuring 41 cm in height for a maximum diameter of 26 cm, featuring a 4.5 W LED source with warm and direct light. The colour rendering index (CRI) of 90 mirrors the true colour of objects without distorting them. Elegant and original, Blow is a genuine design object that enhances any table, study corner and whichever space one wishes to personalise.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Table","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Blow-01-1.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Blow-04.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Lodes-Blow-0325.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/IST-00801_Rev03_CE.pdf","4 variants available"
"","simple","ivy-v","IVY V, Design by Vittorio Massimo, 2022","1","0","visible","IVY V
				IVY is a minimal, geometric lighting piece composed of a ring hanging on a cable, which gives power to a ma...","IVY V
				IVY is a minimal, geometric lighting piece composed of a ring hanging on a cable, which gives power to a made to measure LED module. Designed with single and double cables (IVY I and IVY V respectively), IVY responds to the need for flexibility, an increasingly contemporary theme in architectural practice and restoration, allowing the luminaire to be released from its ceiling derivation.

									
					
						
The name IVY relates to the clustering of lamps on numerous cables that are reminiscent of climbing branches. The cables intertwine and overlap in the same way as the plant ivy, adapting to the environment and framing certain details of the space. The composition emphasises various focal points from different or changing points of view of those who walk through the room.
 
The design was also inspired by rings, specifically wedding rings, as pendants on necklaces. This motif translates to the ring’s position on the double cable, reinforcing it as a simple yet precious object, making the perfection of its form the value.
 
IVY I is a single pendant lamp with a single cable supporting the ring, which can be used on its own or in compositions on Lodes canopies.
 
IVY V, on the other hand, opens new territory with its new canopy. IVY V features a double cable which forms a V by hanging the cable from the power source in the ceiling to wherever users decide to fix it. IVY V can also be used on a new multiple canopy that consists of a base with a central hole from which up to 6 or 12 cables hang. Users can create several V shapes, starting from the canopy and positioning the cable wherever they want around the room, securing it to the ceiling through a small black metal element.
 
The cable is black, while the die-cast zinc alloy ring comes in three finishes: matte black, extra-matte champagne and terra. IVY sheds light downward through a long and narrow opening, which has been skilfully designed to disseminate an even, rounded beam through its methacrylate diffuser.
 
IVY is a true space architecture project, with the cables becoming a graphic sign that defines the space.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Suspension","lodes","","https://www.lodes.com/wp-content/uploads/2022/01/IVY-01.jpg|https://www.lodes.com/wp-content/uploads/2022/01/IVY-06.jpg|https://www.lodes.com/wp-content/uploads/2022/01/IVY-07.jpg|https://www.lodes.com/wp-content/uploads/2022/02/IVY-V_terra_-12-lights-on-central-canopy.jpg|https://www.lodes.com/wp-content/uploads/2022/02/IVY-V_-matte-black-on-6-lights-central-canopy.jpg|https://www.lodes.com/wp-content/uploads/2022/02/IVY-V_black.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/02/178IS20E0001_Rev03_CE_PRINT.pdf","22 variants available"
"","simple","hover","Hover, Design by YOY, 2022","1","0","visible","Hover
				The Hover table and floor lamps feature a lamp shade that looks as if it is detached from the base, connect...","Hover
				The Hover table and floor lamps feature a lamp shade that looks as if it is detached from the base, connected seamlessly by a single cable that runs through the stem and comes out of the other end. The end result creates an illusion that the light source is almost weightless and floating in the air, like a balloon.

									
					
						
Hover features a dimmer controlled by a power switch on the upper end of the stem, users can simply touch the top of the stem to modulate the intensity of the light. All typically external technical functions have been carefully incorporated within the lamp’s internal structure. Additionally, the power supply comes in the form of a USB cable.
 
The shade comprises a sheet made from a special compound of paper and polymer film, further emphasising the lightness of the design language while extending its durability. The sheet is laid out in especially flat designed packaging to avoid excess waste, allowing for the lowest possible environmental footprint. The shade can then be easily assembled by the customer thanks to a plastic film that allows the two ends to be joined together.
 
Available as a table or floor lamp, Hover is available as a table lamp at 51.5cm tall or a floor lamp at 149.2cm. The series suits different uses such as on a desk, side table or next to a sofa. The floor lamp could also be used for public spaces including an airport lounge, a hotel room or lobby.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Floor","lodes","","https://www.lodes.com/wp-content/uploads/2022/08/Hover-02.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-05.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Hover-06.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Hover-1.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Hover_det_USB_RGB.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/08/Hover-Floor-2D.pdf","4 variants available"
"","simple","volum","Volum, Design by Snøhetta, 2025","1","0","visible","Volum
				Volum Outdoor is the blown-glass sphere from the Lodes indoor collection, reimagined for outdoor use. Its p...","Volum
				Volum Outdoor is the blown-glass sphere from the Lodes indoor collection, reimagined for outdoor use. Its poetic compositions extend the narrative of 360° lighting, expressing the fluidity of contemporary living and the seamless continuity between indoor and outdoor spaces, creating a harmonious dialogue between living rooms and gardens, and between dining rooms and terraces.

									
					
						
The diffuser spheres, similar in shape yet intimately different, celebrate minimalist elegance and the ancient art of glassblowing – a technique that creates naturally imperfect and always unique forms. Thanks to their special glossy finish, the lamps radiate light evenly and gently, creating refined atmospheres that enhance the surrounding architecture and evoke feelings of wellbeing, enriching moments of relaxation and conviviality outdoors.
 
Available in four sizes, they provide decorative lighting solutions for walls and ceilings, adding both light and value to porches, loggias, terraces, and other covered outdoor areas. Its compositional versatility allows for custom installations – from a single sphere as a light source above a dining table for summer dinners and aperitifs, to groupings that guide the gaze along porches and verandas.","","","taxable","","1","","","0","0","","","","","1","","","","Outdoor","lodes","","https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Volum-4.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Volum-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Volum-2-1.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/08/209IS40E0001_Rev02_CE_print.pdf","29 variants available"
"","simple","tidal","Tidal, Design by Needs Studio, 2023","1","0","visible","Tidal
				Tidal is an elegant collection of lamps with exceptional luminous efficiency. Its fluid, impactful design,...","Tidal
				Tidal is an elegant collection of lamps with exceptional luminous efficiency. Its fluid, impactful design, inspired by the movements of celestial bodies and tides, creates a dynamic visual experience – appearing differently from various viewing angles thanks to the ring’s irregular, asymmetrical shape, with one side wider than the other. Tidal emits light both downward and upward, with all technical elements concealed within the compact, slim lamp body, highlighting its aesthetic appeal.

									
					
						
Initially conceived as a ceiling lamp, Tidal is now also available as a suspension lamp: in multiple sizes* – a 45, 60, and 75 cm for ceiling versions, and 60 cm for suspension versions – and in four versatile matte finishes, allowing it to illuminate and enhance any environment. It can be used solo or in compositions, playing with the collection’s various functions and sizes. The new stand-alone suspension option is perfect for lighting tables, including larger ones, in both residential and food & beverage settings.
 
*Currently, for the North American market, the Tidal ceiling version is available in only two sizes: 60 and 75 cm.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2022/12/Tidal-Ceiling-03.jpg|https://www.lodes.com/wp-content/uploads/2022/12/Tidal-Ceiling-08.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-suspension-72-RGB-1.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-2025-01.jpg|https://www.lodes.com/wp-content/uploads/2024/08/Tidal-9.jpg|https://www.lodes.com/wp-content/uploads/2024/08/Tidal-8.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-45-ceiling-25-01.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Lodes-Tidal75-RGB-02.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Lodes-Tidal-RGB-03.jpg|https://www.lodes.com/wp-content/uploads/2022/12/Tidal-Ceiling-07.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2024/08/232IS30E0001_Rev00_CE_PRINT.pdf","39 variants available"
